"coupon_id","title","description","discount","minimum_cart","applicables","brands","users","payment","offer_tnc"
"10293-7-539239","Clearence Sale - Up To 60% Off On Shirts, Tees, Jeans & More","Get up to 60% off on shirts, tees, jeans and more at Freecultr. Code not required to Avail the offer. Hurry! offer valid only for a limited period.",,,,,,,
"10293-7-552864","Buy Loafers For Men Starting At Rs.949","Buy loafers for men starting at Rs.949 at Freecultr. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10293-7-552868","Buy Casual Suede Lace Up Shoes Starting At Rs.1999","Buy casual suede lace up shoes starting at Rs.1999 at Freecultr. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10293-7-552870","Buy Casual/ Formal Shirts For Men Starting At Rs.1299","Buy casual/ formal shirts for men starting at Rs.1299 at Freecultr. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10293-7-552871","Buy Men Pants & Chinos Starting At Rs.1499","Buy men pants & chinos starting at Rs.1499 at Freecultr. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10293-7-552873","Flat 60% Off Selected Jackets For Men","Buy selected jackets for men and get flat 60% off at Freecultr. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10293-7-554446","Buy Spiritual & Religions T-Shirts Starting At Rs.400","Buy spiritual & religions t-shirts starting at Rs.400 at Freecultr. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10293-7-556539","Get 20% Cashback When Pay You PayUMoney Wallet On All T-Shirts","Buy all t-shirts and pay by payumoney wallet and get 20% cashback. Code Not Required. Hurry! offer valid for limited period.Maximum discount Rs.80.",,,,,,,
"10295-7-43535","Get Upto 60% Off + Extra 20% Off On Gadgets","Get Upto 60% Off + Extra 20% Off On Gadgets accessories like car accessories, mobile, camera and laptop accessories, audio, visual accessories at Giftease",,,,,,,
"10295-7-43536","Get Upto 10% Off On Wellness & Beauty","Get Upto 10% Off On Wellness & Beauty At Giftease",,,,,,,
"10295-7-442564","Upto 60% Off On Silver Jewellery","Get Upto 60% Off On Silver Jewellery At Giftease",,,,,,,
"10295-7-442566","Upto 30% Off On Gold Jewellery","Get Upto 30% off on Gold Jewellery like Pendants & Necklaces, Earrings, Rings, Nosepins and many more at Giftease. Code Not Required. Buy Now!",,,,,,,
"10295-7-442580","Get Upto 87% off on Devotional Items","Get Upto 87% off on Devotional Items like Devotional Idols, Devotional Picture Frames and many more at Giftease. Code Not Required. Buy Now!",,,,,,,
"10295-7-531442","Upto 50% Off On Laptop Table","Buy laptop table and get upto 50% off at Giftease. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10295-7-537682","Upto 20% Off On Flowers & Indoor Plants","Buy flowers & indoor plants and get upto 20% off at Giftease. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10295-7-545165","Get Upto 30% Off On Chocolates & Confectionery Products","Buy chocolates & confectionery products and get upto 30% off at Giftease. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10295-7-546431","Buy 1 Frey Chocolate & Get 1 Free","Buy 1 frey chocolate & get 1 free at Giftease. Code Not Required. Hurry! offer valid for limited period.",,,,,,,
"10295-7-551707","Upto 60% OFF On Auspicious gift","Upto 60% off on auspicious gift at Giftease.Code Not Required. Hurry! Offer valid for a limited period only.",,,,,,,
"10297-4-141845","Flat 5% off on Jabong e-gift Voucher","This offer valid on Buy @ †Giftxoxo.com. Click the link to get the landing page.",,,,,,,
"10297-4-141847","Flat 5% off on Bookmyshow e-gift Voucher","This offer valid on Buy @ Giftxoxo.com. Click the link to get the landing page.",,,,,,,
"10297-4-141851","Flat 12% off on Surat Diamonds e-voucher","This offer valid on Buy @ Giftxoxo.com. Click the link to get the landing page.",,,,,,,
"10297-4-152037","Flat 5% Off on Lifestyle E-gift Voucher","This offer valid on Buy @ †Giftxoxo.com. Use the coupon code to avail†offer. Click the link to get the landing page.",,,,,,,
"10297-4-164814","Flat 3% Off on Prestige Smart Kitchen E-gift Vouchers","It only takes a few minutes to purchase and send a Prestige Smart Kitchen e-gift card .Prestige offers high-quality kitchen products ranging from non-stick pans, griddles, toasters, OTGs, induction cookers, gas stoves, pressure cookers and more. Use coupon code to avail this offer. Click to get the offer page.",,,,,,,
"10297-4-164817","Flat 5% Off on BATA E-gift Vouchers","Get Flat 5% Off on Bata footwear gift vouchers, categories for kids to teens products like Formal, Casual, Sports Shoes, Chappals, Sandals etc. Use coupon code to avail this offer. Click to get the offer page.",,,,,,,
"10297-4-172989","Flat 8% off on Jabong E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Jabong.com is an online Fashion & Accessories shopping store for Men, Women and Kids. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.2000.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173002","Flat 10% off on Jpearls E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Jpearls.com is providing the best collection of pearl and other Jewellery online. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.10,000.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173004","Flat 5% off on Talwalkars E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Talwalkars offer a diverse set of services including gym, nutrition counselling, personal training, massage centres, spa and etc. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.1,000.Use coupon code to get this offer. Click to get the ",,,,,,,
"10297-4-173006","Flat 5% off on Pavers E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. This brand stocks every kind of footwear, from ethnic shoes embellished with zari embroidery to the most elegant, hand-tooled corporate work shoes. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.500.Use coupon code to get this offer. ",,,,,,,
"10297-4-173009","Flat 3% off on Helios Watch E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Helios brands such a Seiko, Diesel, DKNY, FCUK, Armani, Titan, Esprit and etc. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.500.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173015","Flat 7% off on Yatra E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Yatra.com is India s leading online travel company for Domestic & International air travel, Hotel, Rail, Holidays packages, Buses, and Cars. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.500.Use coupon code to get this offer. Click to ",,,,,,,
"10297-4-173017","Flat 8% off on American Swan E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Americanswan.com is a global range of Men & Women apparel and accessories. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.500.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173025","Flat 4% off on Celio E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. The Celio e-gift card instantly puts premium European fashion at your fingertips. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.500.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173030","Flat 2% off on Myntra E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Myntra offers a collection of fashion clothing, Accessories and Footwear. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.500.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173032","Flat 5% off on MobileRecharge Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Visit www.mygyftr.com and recharge prepaid or pay your postpaid bills. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.100.Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-173034","Flat 2% off on Makemytrip Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Makemytrip is India s online travel company for Domestic & International air travel, Hotel, Rail, Holidays packages, Buses, and Cars. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.5,000.Use coupon code to get this offer. Click to get ",,,,,,,
"10297-4-173164","Flat 5% Off On Reliance Trends E-Gift Voucher","This offer valid on Buy E-Voucher @ †Giftxoxo.com. Reliance Trends offers a collection of fashion clothing. Reason to buy E-Gift voucher is nothing but giving gift option for your friends and family. Denomination value: Rs.100. Use coupon code to get this offer. Click to get the landing page.",,,,,,,
"10297-4-178814","Flat 2% off on Shopclues Vouchers","Flat 2% off on Shopclues Vouchers. No coupon code is required for this offer. Click the link to get landing page.",,,,,,,
"10297-4-178905","Levis: 7% off on Levis E-gift Voucher","Get flat 5% off on Domino s pizza e-gift voucher. Use coupon code to avail discount. Click the link to get landing page.",,,,,,,
"10297-4-178912","Flat 3% off on Bluestone e-gift Voucher","Flat 3% off on Bluestone e-gift Voucher, This offer valid on Buy @ Giftxoxo.com. Click the link to get the landing page",,,,,,,
"10297-4-178913","Jpearls.com Offer: 10% off on E-Gift Voucher","Jpearls.com Offer: 10% †off on E-Gift Voucher. Use coupon code to avail discount. Click the link to get landing page.",,,,,,,
"10297-4-178925","Buy Experience / Experience Box Save 10%","Buy experience / Experience Box Save 10%. Savings will be in the form of flipkart voucher, savings upto Rs.500, Use coupon code to avail discount. Click the link to get landing page.",,,,,,,
"10297-4-178932","Get 4% off on Myntra.com E-Gift Voucher","Get 4% off on Myntra.com E-Gift Voucher, Use coupon code to avail discount. Click the link to get landing page.",,,,,,,
"10297-4-178943","Get 5% Discount on Freecharge E-gift Voucher","Get 5% Discount on Freecharge E-gift Voucher. Use the coupon code to get this offer. Click the link to get landing page.",,,,,,,
"10297-4-182269","Save 5%  at  snapdeal on E-gift cards,","Shop †for all categories & get an E gift cards †& valid †only on snapdeal †& get discount - 4% + 1% off on payment through payUmoney .Use the coupon code to avail this offer.click here to get offer page.",,,,,,,
"10297-4-184285","Rakhi Offer: Save 15% Off on All products","Being Sister and Brother means being there for each other. On the festival of this Raksha bandhan give your brother an experience box as a gift and get 15% + 3% Off. Use the coupon code. Click to get this offer.",,,,,,,
"10297-4-195982","Get 3% + 1% Off on Freecharge e-gift voucher","Use the coupon code to get 3% off on Freecharge and get extra 1% off on pay using Payumoney. Use the coupon code to get this offer. Click the link to get landing page.",,,,,,,
